"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"SynoFoet_3",0.867936573996211,0.0253431475692717,0.310925433296672,0.05011017085,2.79146213545053,0.505748576374525,0.0235052469143604,0.626671138792492,0.031,-0.0901,0.2558,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"UrobJama_1",0.518403646795415,0.0468585334830935,0.261686800348744,0.0421746466206686,1.98100800691724,1.1110593031058,0.0829192563458817,0.298816655671434,0.1337,0.0254,1.2345,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"Wtr_A",1.07447351959141,0.0325715052621933,0.304881557441414,0.0491361120588228,3.52423258595393,0.662883242027791,0.00779747787393562,0.526039674154462,0.0521,-0.0664,0.4394,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"Wtr_B",1.16375779530933,-0.00346183057207384,0.20871501521497,0.033637470439426,5.57582210417726,-0.102915900834692,0.000524858392573812,0.92056277005344,0.0013,-0.1235,0.0106,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"Wtr_C",1.15980957244879,0.0110594772830828,0.220979629678976,0.0356140920354286,5.24849088639382,0.31053655030938,0.000775253708105462,0.76408938048706,0.0119,-0.1116,0.0964,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"AcanQuad_1",0.913889021837477,0.000595948572233448,0.192288500582283,0.0309900978974422,4.75269721834672,0.0192302900818727,0.00144024814891613,0.985128362471401,0,-0.1249,4e-04,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"ArioFeli_2",0.955952066104238,-0.000115357459238658,0.276765628493084,0.0446048198185289,3.45401295424271,-0.00258621063167568,0.00864359218531767,0.997999832269854,0,-0.125,0,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","AceA","Carbon cycling","Carbohydrate metabolism",485
"ChaeFabe_1",0.90214479241254,-0.00652054423438211,0.198751107185631,0.0320316412591302,4.5390680091656,-0.20356572370526,0.00190152518570543,0.843775554791657,0.0052,-0.1192,0.0414,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","AceA","Carbon cycling","Carbohydrate metabolism",485
"ChilShoe_1",0.930549765434687,-0.000185303807367672,0.316883077367187,0.0510703321307022,2.93657134728093,-0.00362840419548148,0.0188080453860704,0.997193806226989,0,-0.125,0,1,8,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"ChilShoe_2",0.87274644962903,-0.00355947560680347,0.349949694151826,0.05639949996024,2.49391973821925,-0.0631118291706982,0.0372937192434218,0.95122585825599,5e-04,-0.1244,0.004,1,8,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"GimnMicr_1",0.915067786567694,-0.0062312094960027,0.194113269203134,0.0312841859891852,4.71409188214796,-0.199180809695889,0.001513658617657,0.847090547113194,0.0049,-0.1194,0.0397,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"GimnMicr_2",0.862005240392267,-0.00582697803907582,0.254332933247282,0.0409894636237187,3.38927888491012,-0.142157948017256,0.0095101044466358,0.890470190279497,0.0025,-0.1222,0.0202,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"HaemBona",0.978103854681634,-0.0175355988449855,0.233995278232466,0.0377117537346459,4.1800153493265,-0.464990277789058,0.00307955435021597,0.654332710961566,0.0263,-0.0954,0.2162,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","AceA","Carbon cycling","Carbohydrate metabolism",485
"OpsaBeta_1",0.804332174289826,-0.00197431043831967,0.379497399186956,0.0611615438105512,2.11946689493273,-0.0322802583995447,0.0668806674341104,0.975039388015891,1e-04,-0.1249,0.001,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"OrthChry_2",1.46101445492137,-0.0877714904489359,0.204631171569082,0.0329792994411567,7.13974534631515,-2.66141161080581,9.80754380287833e-05,0.0287424839140491,0.4696,0.4033,7.0831,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","AceA","Carbon cycling","Carbohydrate metabolism",485
"PrioPunc_1",0.769430720436372,0.0045586919402269,0.170241719767877,0.0274369374448257,4.51963667593047,0.16615163224373,0.00195084178144543,0.872160033684475,0.0034,-0.1211,0.0276,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","AceA","Carbon cycling","Carbohydrate metabolism",485
"Sdmt_A",0.830464726842608,0.0351354393373722,0.236886407178688,0.0381777013540107,3.50575086486989,0.920313117114397,0.00801128882123955,0.384320521345669,0.0957,-0.0173,0.847,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"Sdmt_B",0.780794172730785,0.0340983894311378,0.201687531555564,0.0325048888970134,3.87130610756511,1.04902341119126,0.00473259499462173,0.324822124858392,0.1209,0.011,1.1005,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"Sdmt_C",1.17444962359758,-0.0358153115592748,0.16175855486532,0.0260697516276069,7.26051011382625,-1.37382634368284,8.71594116578373e-05,0.206756306013948,0.1909,0.0898,1.8874,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"SphoSpen_1",1.10350172488181,-0.030971570402711,0.251046623166692,0.0404598267977493,4.39560473254843,-0.765489446050567,0.00230023412574821,0.465961647612931,0.0682,-0.0482,0.586,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SphoTest_1",1.23503089759407,-0.0420838317850911,0.291405032680966,0.0469641734333777,4.23819343897947,-0.896083731672405,0.0028444554807138,0.396370142483289,0.0912,-0.0224,0.803,1,8,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SphoTest_2",0.830562125069542,0.0154197965652975,0.213893585802869,0.034472072659537,3.88306232724067,0.447312719417567,0.00465460444037835,0.666512509049437,0.0244,-0.0975,0.2001,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SphoTest_3",0.614372526555832,0.0604944851944513,0.267713376684153,0.0431459173417735,2.29488916155529,1.40209060141783,0.05087509864482,0.198477039959131,0.1973,0.0969,1.9659,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SynoFoet_2",1.03641208855529,-0.00127120333891424,0.210145150086022,0.0338679575435753,4.93188678459172,-0.0375341009943891,0.00114671162372976,0.970978865563281,2e-04,-0.1248,0.0014,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SynoFoet_3",1.01271247940538,-0.00864635199808423,0.225957197557568,0.0364162997357416,4.48187749871243,-0.237430822484088,0.00205068825279355,0.818290098623653,0.007,-0.1171,0.0564,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"UrobJama_1",1.12145397387961,-0.0252134676008967,0.262291266392607,0.0422720651444922,4.27560547212799,-0.596456963120048,0.00270355624036632,0.567360415749453,0.0426,-0.0771,0.3558,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"Wtr_A",0.808198745636896,0.0467507396923077,0.222472533409062,0.0358546952571852,3.6328023655435,1.30389449295177,0.00665796149485173,0.228535153824633,0.1753,0.0722,1.7001,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"Wtr_B",1.03017601070166,-0.00431057612484847,0.266900868358993,0.0430149697683984,3.85977017248229,-0.100211069496445,0.00481048703696425,0.922642585702755,0.0013,-0.1236,0.01,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"Wtr_C",1.02414391926469,-0.0106423162662555,0.184298187262622,0.0297023423048941,5.55699399151062,-0.358298889596394,0.000536555875673334,0.729390240719961,0.0158,-0.1072,0.1284,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"AcanQuad_1",0.753062753446855,0.0596415699544855,0.141473473859251,0.0228005148072458,5.32299612714721,2.61579926851178,0.000708475734268884,0.0308511074214568,0.461,0.3936,6.8424,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"ArioFeli_2",0.744813362378331,0.0474737090196524,0.219250228625999,0.035335373818929,3.39709275126388,1.34351795067811,0.00940079757186127,0.215965461443747,0.1841,0.0821,1.805,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","AceB","Carbon cycling","Carbohydrate metabolism",648
"ChaeFabe_1",0.642303355305944,0.0599408120092738,0.190844037929628,0.0307573016622049,3.3655929851096,1.94883194460878,0.00984973237923777,0.0871493156507477,0.3219,0.2372,3.7979,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","AceB","Carbon cycling","Carbohydrate metabolism",648
"ChilShoe_1",0.710052701123895,0.0452010905168763,0.192549227667966,0.0310321178720396,3.68764242642571,1.45659057829254,0.00615105030262462,0.183328334509832,0.2096,0.1108,2.1217,1,8,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"ChilShoe_2",0.539397329998911,0.0748336703477992,0.35146848666386,0.0566442755369974,1.53469614052421,1.32111620527164,0.163405152331005,0.222997139928666,0.1791,0.0765,1.7453,1,8,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"GimnMicr_1",0.715826953717077,0.0413322359660688,0.151790652553257,0.0244632787103624,4.71588297221348,1.68956240311978,0.00151016413920689,0.129582739653518,0.263,0.1709,2.8546,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"GimnMicr_2",0.47060650114936,0.0837401913850317,0.297272978863268,0.0479098785904506,1.58307863347989,1.74786899588852,0.152061585244435,0.118616678932185,0.2763,0.1859,3.055,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"HaemBona",0.874140898329351,0.0179271731305652,0.216753252036636,0.0349329496036604,4.03288481310354,0.51318807412377,0.00377288607515567,0.621687514594165,0.0319,-0.0891,0.2634,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","AceB","Carbon cycling","Carbohydrate metabolism",648
"OpsaBeta_1",0.682670906533724,0.0577560902502769,0.218385716958005,0.0351960451479815,3.12598697407029,1.64098238899973,0.0141005163644902,0.139429469834383,0.2518,0.1583,2.6928,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"OrthChry_2",0.522598952420374,0.0758965570528194,0.199692235598958,0.0321833178366413,2.61702189297891,2.35825769854001,0.0307925730858694,0.0460833849776384,0.4101,0.3364,5.5614,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","AceB","Carbon cycling","Carbohydrate metabolism",648
"PrioPunc_1",0.59969137398786,0.0330897556559506,0.181494969450975,0.029250562847736,3.30417628544712,1.13125192934575,0.0107914563408497,0.290718422080831,0.1379,0.0301,1.2797,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","AceB","Carbon cycling","Carbohydrate metabolism",648
"Sdmt_A",1.45158386093638,-0.0497289111255957,0.213902912651386,0.0344735758172803,6.7861809030256,-1.44252256827586,0.000139780871580219,0.187137796676711,0.2064,0.1072,2.0809,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"Sdmt_B",1.13632349035471,0.016597261947786,0.264368097803306,0.0426067768331223,4.29826253544462,0.389545118908955,0.00262190572217876,0.707037862502811,0.0186,-0.1041,0.1517,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"Sdmt_C",0.717961675810449,0.067641789188575,0.128358250589706,0.020686805189462,5.59342054376694,3.26980355686012,0.000514177601065798,0.0113595486389152,0.572,0.5185,10.6916,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"SphoSpen_1",0.507027754691837,0.0748240179685773,0.19226781028052,0.0309867633533836,2.63709122162509,2.41470905222526,0.0298477867118532,0.0421970035515744,0.4216,0.3493,5.8308,1,8,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SphoTest_1",0.639289727298621,0.059495763234552,0.29983745833503,0.048323181880274,2.13212095262726,1.23120541569384,0.0655760575612168,0.253210985335012,0.1593,0.0542,1.5159,1,8,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SphoTest_2",0.869860453383668,0.0304649305215211,0.178858305841598,0.0288256260307669,4.863405416319,1.05686969257856,0.00125038722140123,0.321438211525232,0.1225,0.0128,1.117,1,8,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SphoTest_3",0.380631435079761,0.0928156295362861,0.109709872468788,0.017681346923129,3.46943649203538,5.24935288809212,0.00844973712485299,0.000774442797441047,0.775,0.7469,27.5557,1,8,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SynoFoet_2",0.556380677306279,0.0733785363892125,0.138733300236357,0.0223588958410968,4.01043351782439,3.28184973492023,0.00389270447080928,0.0111569505034172,0.5738,0.5205,10.7705,1,8,"43","SynoFoet","F",529804,"F","F16","Aulopiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SynoFoet_3",0.77103301775671,0.0440514774593001,0.257739470291933,0.0415384767793954,2.9915209218184,1.06049814231877,0.0172937892421667,0.319882681087113,0.1233,0.0137,1.1247,1,8,"44","SynoFoet","F",529804,"F","F17","Aulopiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"UrobJama_1",0.989690911379463,-0.00159499712785627,0.145268761238035,0.0234121807522257,6.81282681111168,-0.0681268073545281,0.000136033204876572,0.947356668754291,6e-04,-0.1243,0.0046,1,8,"29","UrobJama","F",529810,"F","F18","Rajiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"Wtr_A",1.46721420800588,-0.046539479939235,0.174466463592244,0.0281178165629856,8.40972057205787,-1.65515981068387,3.04275856914078e-05,0.136486821765201,0.2551,0.162,2.7396,1,8,"WA","Wtr","A",529804,"W","Wtr",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"Wtr_B",0.747684944362464,0.0462122734897935,0.148678868682849,0.0239617693299907,5.02885817592123,1.92858352208381,0.00101560759271577,0.0899169917559613,0.3174,0.232,3.7194,1,8,"WB","Wtr","B",529804,"W","Wtr",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"Wtr_C",0.870100592104363,0.0205619981176288,0.196906078528587,0.0317342879669041,4.41886100523829,0.647942633503328,0.00222987788924749,0.535171358781888,0.0499,-0.0689,0.4198,1,8,"WC","Wtr","C",529804,"W","Wtr",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"AcanQuad_1",1.10941992461268,-0.0755173038108387,0.104537994547749,0.0168478233239472,10.612600035157,-4.48231812257313,5.43619260088272e-06,0.0020494916533196,0.7152,0.6796,20.0912,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","ahpC","Stress","Oxygen stress",799
"ArioFeli_2",0.882323193499044,-0.0488368140039654,0.100181364426818,0.0161456888045051,8.80725870072945,-3.0247587820681,2.17220630451543e-05,0.0164399858511524,0.5335,0.4752,9.1492,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","ahpC","Stress","Oxygen stress",799
"ChaeFabe_1",1.07292105509696,-0.0615380559095365,0.192614590823549,0.0310426520983937,5.57029999913062,-1.98237108461235,0.000528259874308921,0.0827445040511132,0.3294,0.2456,3.9298,1,8,"8","ChaeFabe","F",529804,"F","F3","Perciform","ahpC","Stress","Oxygen stress",799
"ChilShoe_1",1.1633129189616,-0.0887313461471687,0.109913750606987,0.0177142048602537,10.5838706489164,-5.00905046809411,5.54815763096913e-06,0.00104099565087836,0.7582,0.728,25.0906,1,8,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","ahpC","Stress","Oxygen stress",799
"ChilShoe_2",0.945180768764654,-0.0546086167256304,0.269959599502104,0.0435079289275781,3.50119340267167,-1.25514171949049,0.00806496405974496,0.24484951503738,0.1645,0.0601,1.5754,1,8,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","ahpC","Stress","Oxygen stress",799
"GimnMicr_1",1.03574263888221,-0.0775355466456236,0.182893311684887,0.0294759261044666,5.66309740547939,-2.63047024784996,0.000474172791517985,0.0301561571010765,0.4638,0.3968,6.9194,1,8,"18","GimnMicr","F",529810,"F","F6","Rajiform","ahpC","Stress","Oxygen stress",799
"GimnMicr_2",1.06615735108963,-0.0775848597593075,0.139764365863842,0.0225250671131058,7.62824876355303,-3.44437862802931,6.14047545317199e-05,0.00876707148219311,0.5973,0.5469,11.8637,1,8,"19","GimnMicr","F",529810,"F","F7","Rajiform","ahpC","Stress","Oxygen stress",799
"HaemBona",0.871775673172966,-0.0513470531290168,0.128318720281723,0.0206804343034723,6.79383079303618,-2.48288079329144,0.000138693379732546,0.0379409005527636,0.4352,0.3646,6.1647,1,8,"7","HaemBona","F",529810,"F","F8","Perciform","ahpC","Stress","Oxygen stress",799
"OpsaBeta_1",0.827167518430116,-0.0433498254561345,0.094207132374527,0.0151828541284745,8.7803067302978,-2.85518289837445,2.22151676263799e-05,0.0213085911289897,0.5047,0.4428,8.1521,1,8,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","ahpC","Stress","Oxygen stress",799
"OrthChry_2",1.10281251660847,-0.0692384832243925,0.182362959400206,0.0293904520944628,6.04734930950692,-2.35581552137598,0.00030681461743832,0.0462593992815878,0.4096,0.3358,5.5499,1,8,"39","OrthChry","F",529804,"F","F10","Perciform","ahpC","Stress","Oxygen stress",799
"PrioPunc_1",0.82683249829551,-0.0333308268330663,0.128499680977555,0.0207095987603299,6.4345101248923,-1.60943856125851,0.000201595808782031,0.146186735437173,0.2446,0.1502,2.5903,1,8,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","ahpC","Stress","Oxygen stress",799
"Sdmt_A",0.749991639136515,-0.0270285344712287,0.180146573971939,0.029033249239417,4.16323009980384,-0.930951070902991,0.00315121957355229,0.379115510654884,0.0977,-0.015,0.8667,1,8,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"ahpC","Stress","Oxygen stress",799
"Sdmt_B",0.680528459916452,-0.0273852418792682,0.144408512140952,0.0232735390567834,4.71252317351079,-1.17666856821616,0.00151672644824314,0.273149872494432,0.1475,0.041,1.3845,1,8,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"ahpC","Stress","Oxygen stress",799
"Sdmt_C",0.709078080896637,-0.0221038105279194,0.112667252107469,0.0181579718083671,6.293559731272,-1.21730613755739,0.000234408706402123,0.258174540945035,0.1563,0.0508,1.4818,1,8,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"ahpC","Stress","Oxygen stress",799
