"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_trait","funct_category","funct_process","n"
"SynoFoet_3",0.932625796174048,0.0250751801775219,0.350954035218708,0.105816623043785,2.65740154716515,0.236968251832667,0.0765082459435976,0.8279411685764,0.0184,-0.3088,0.0562,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"UrobJama_1",0.544070901294024,0.077396940565866,0.246292378440793,0.0742599461829389,2.20904481388495,1.04224342386674,0.114203322833459,0.37390097049802,0.2658,0.0211,1.0863,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"Wtr_A",1.05630266794952,0.065749548634413,0.298320066572601,0.0899468843868328,3.54083679346611,0.730981946541307,0.0383407678042383,0.517707910700878,0.1512,-0.1318,0.5343,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"Wtr_B",1.20547529075109,-0.0201421857883324,0.248965406112783,0.0750658943504141,4.8419389246593,-0.268326727638879,0.0168051660033297,0.805840924156732,0.0234,-0.3021,0.072,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"Wtr_C",1.12150370761725,0.0331141074875702,0.264860087042373,0.0798583209691293,4.23432507381843,0.414660702675818,0.0241063721482553,0.706258079358109,0.0542,-0.2611,0.1719,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"Acd","Organic Remediation","Aromatic hydrocarbons catabolism ",356
"AcanQuad_1",0.955692772453886,-0.0128304431382192,0.237112568514047,0.0714921293489575,4.03054455714045,-0.179466512678522,0.027455800061838,0.869008453489523,0.0106,-0.3192,0.0322,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"ArioFeli_2",0.940688266490327,0.00496963900450189,0.121630061085781,0.0366728432590492,7.73401129698438,0.135512781744175,0.00449486553994038,0.90078813984334,0.0061,-0.3252,0.0184,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","AceA","Carbon cycling","Carbohydrate metabolism",485
"ChaeFabe_1",0.943907989784911,-0.0259379780979612,0.152307454184052,0.0459224253002495,6.19738537973507,-0.564821607926276,0.00846380005671113,0.611673591086192,0.0961,-0.2052,0.319,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","AceA","Carbon cycling","Carbohydrate metabolism",485
"ChilShoe_1",0.993196715676644,-0.0212159262379369,0.277447050287364,0.0836534331812776,3.57977031886966,-0.253616921997233,0.0372924682505629,0.816179333108646,0.021,-0.3053,0.0643,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"ChilShoe_2",0.825043222129731,0.00948325542677844,0.40564248656668,0.122305811542587,2.03391717941782,0.077537242974561,0.134834042874887,0.943077982559289,0.002,-0.3307,0.006,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"GimnMicr_1",0.937788324085815,-0.0189366352149745,0.128026134232208,0.0386013318734462,7.32497571460604,-0.4905694776817,0.00525599009253172,0.657371965508353,0.0743,-0.2343,0.2407,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"GimnMicr_2",0.926075399106885,-0.0320303647795229,0.203168531668442,0.061257617159242,4.55816356746713,-0.52287970484158,0.0197942885202147,0.637218689255086,0.0835,-0.222,0.2734,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"HaemBona",0.995363200779608,-0.0379865960394555,0.35142400380071,0.105958323902853,2.83237112438134,-0.358505067277991,0.0660603924047547,0.74370922305292,0.0411,-0.2786,0.1285,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","AceA","Carbon cycling","Carbohydrate metabolism",485
"OpsaBeta_1",0.86051593165986,-0.0223664522065094,0.165493825210974,0.049898265758678,5.19968603398262,-0.448241073440905,0.0138208889935298,0.68437399148106,0.0628,-0.2496,0.2009,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"OrthChry_2",1.54604562862563,-0.189209213039227,0.30343686667223,0.0914896576648077,5.0951146628325,-2.06809401049938,0.0146163232585454,0.130480032825962,0.5877,0.4503,4.277,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","AceA","Carbon cycling","Carbohydrate metabolism",485
"PrioPunc_1",0.702986978827079,0.030646542103046,0.170825529601237,0.0515058351182774,4.11523371517175,0.59501107073926,0.0259952081221948,0.593730031155076,0.1056,-0.1926,0.354,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","AceA","Carbon cycling","Carbohydrate metabolism",485
"Sdmt_A",0.793169286640336,0.0768716410622751,0.376015535223083,0.113372949607239,2.10940562913116,0.678042172569237,0.125437924962057,0.546358848510997,0.1329,-0.1562,0.4597,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"Sdmt_B",0.811517036962268,0.0523367261377877,0.159875927492448,0.0482044058638651,5.07591761743244,1.0857249498229,0.014768785856393,0.357051573505235,0.2821,0.0428,1.1788,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"Sdmt_C",1.18368788725448,-0.0687304234467496,0.261763399693826,0.078924634602932,4.52197629095202,-0.87083613110825,0.0202237168764638,0.447926592841698,0.2018,-0.0643,0.7584,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"SphoSpen_1",1.21431401129855,-0.0934873809322376,0.249789428032666,0.0753143463074397,4.86135070191903,-1.24129578912647,0.0166228140617249,0.302709098690597,0.3393,0.1191,1.5408,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SphoTest_1",1.28416345019644,-0.0934657155771254,0.189800842073273,0.0572271070955042,6.76584695920733,-1.63324201276056,0.00659724520400536,0.20092496206737,0.4707,0.2942,2.6675,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SphoTest_2",0.876531332420055,0.0129754501490133,0.107583454504997,0.0324376320221223,8.14745479640033,0.400012249357909,0.003866692497974,0.715927038202832,0.0506,-0.2658,0.16,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SphoTest_3",0.624917291077682,0.107360135945396,0.301210903230906,0.0908185044346332,2.07468350041308,1.1821394396851,0.129659847063644,0.322314314958678,0.3178,0.0904,1.3975,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SynoFoet_2",1.06916691298683,-0.0133187335325751,0.33439583516368,0.100824137881405,3.1973092980165,-0.132098660226,0.0494335255761301,0.903268186623894,0.0058,-0.3256,0.0175,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"SynoFoet_3",0.985309815058221,-0.00666953523636121,0.26533152437631,0.0800004646735688,3.71350451995592,-0.083368706214087,0.0339591469193544,0.93880968968896,0.0023,-0.3303,0.007,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"UrobJama_1",1.17583260942916,-0.0642553808742007,0.325408377509332,0.0981143174397073,3.61340607893674,-0.654903204251373,0.0364161039985216,0.559263916347078,0.1251,-0.1666,0.4289,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","AceA","Carbon cycling","Carbohydrate metabolism",485
"Wtr_A",0.818792268942406,0.0821785447783485,0.29969526025282,0.0903615208824106,2.7320828105579,0.909441806377841,0.0718147311921401,0.430166953573707,0.2161,-0.0452,0.8271,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"Wtr_B",1.06579205998706,-0.0197026350723496,0.437140550223427,0.131802835067329,2.43809927823516,-0.149485669729979,0.0926572630062188,0.890654352445008,0.0074,-0.3235,0.0223,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"Wtr_C",1.04224975675498,-0.0255133706508384,0.307323850983287,0.0926616275307872,3.39137282518191,-0.275339116425097,0.0427316507052084,0.800930947067522,0.0246,-0.3005,0.0758,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"AceA","Carbon cycling","Carbohydrate metabolism",485
"AcanQuad_1",0.729641181609778,0.117224899079277,0.187475910705141,0.0565261139126478,3.89191965445281,2.07381847017521,0.0300827505534891,0.12976716643924,0.5891,0.4521,4.3007,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"ArioFeli_2",0.720680396157947,0.095125753451801,0.197459401649053,0.0595362496907267,3.64976491440413,1.5977787305373,0.0354981595823311,0.208380754676612,0.4597,0.2797,2.5529,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","AceB","Carbon cycling","Carbohydrate metabolism",648
"ChaeFabe_1",0.587063766728767,0.12836786074623,0.115680581986386,0.0348790078162534,5.07486871736051,3.6803759276206,0.0147771758178923,0.0347481517635136,0.8187,0.7582,13.5452,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","AceB","Carbon cycling","Carbohydrate metabolism",648
"ChilShoe_1",0.674853859100783,0.0947173500324933,0.263928271470061,0.0795773680030233,2.55695934104329,1.19025487282885,0.0834348949486737,0.319549882134691,0.3208,0.0943,1.4167,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"ChilShoe_2",0.440064028832145,0.17034736599954,0.363677478540555,0.109652885547413,1.21003926500517,1.55351466720757,0.312911140627997,0.218124022904413,0.4458,0.2611,2.4134,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"GimnMicr_1",0.697586857784121,0.0818886151807388,0.143293091996692,0.0432044928366277,4.8682518331046,1.89537267548517,0.0165586062893747,0.154334089591878,0.5449,0.3932,3.5924,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"GimnMicr_2",0.359198443913311,0.190768050839154,0.336124784217472,0.101345435635321,1.06864611233461,1.88235463830468,0.363579848514393,0.156330735751566,0.5415,0.3887,3.5433,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"HaemBona",0.840516474220863,0.0440469905927789,0.304729710557424,0.0918794647629617,2.7582360534631,0.479399729922405,0.0702559336576917,0.664432357642583,0.0712,-0.2385,0.2298,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","AceB","Carbon cycling","Carbohydrate metabolism",648
"OpsaBeta_1",0.638717464074095,0.12058585661375,0.308415221602143,0.0929906881535111,2.07096608512418,1.29675195450414,0.130121793944417,0.285446210718343,0.3592,0.1456,1.6816,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"OrthChry_2",0.466245214420686,0.158020890204233,0.220317111934818,0.0664281086529566,2.1162460343009,2.37882567197251,0.124625603550659,0.09772139636227,0.6535,0.538,5.6588,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","AceB","Carbon cycling","Carbohydrate metabolism",648
"PrioPunc_1",0.573122934704596,0.0695075313717404,0.144871571744398,0.0436804223877473,3.95607590781011,1.59127424993119,0.0288285520216038,0.20978160546992,0.4577,0.277,2.5322,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","AceB","Carbon cycling","Carbohydrate metabolism",648
"Sdmt_A",1.52556859118499,-0.115719864433189,0.312465686261197,0.0942119491990271,4.88235559379066,-1.22829285899526,0.0164283860807191,0.306911070616791,0.3346,0.1128,1.5087,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"Sdmt_B",1.08944447635873,0.0460233739229688,0.337050367440581,0.101624509477439,3.23228983439928,0.452876714088212,0.0481319756804078,0.681384573204981,0.064,-0.248,0.2051,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"Sdmt_C",0.677109776173061,0.135177543334268,0.159831460664302,0.0481909986107215,4.23639859986773,2.80503719016508,0.0240750811699574,0.067570026871057,0.724,0.632,7.8682,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"SphoSpen_1",0.454480586112412,0.154726599026766,0.319249520347454,0.0962573521357669,1.42359050568903,1.60742629621196,0.249747124184683,0.206322205714788,0.4627,0.2836,2.5838,1,3,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SphoTest_1",0.58018887049256,0.128637153475771,0.317096555945217,0.0956082089440204,1.82969149180162,1.34546138764182,0.164720422448466,0.271133654182865,0.3763,0.1684,1.8103,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SphoTest_2",0.819171062013722,0.0728164017794342,0.200549916747861,0.0604680750536061,4.08462429352995,1.20421233377912,0.0265112889267023,0.314851657387199,0.3259,0.1011,1.4501,1,3,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SphoTest_3",0.34428926369062,0.182396067771277,0.0905716270486111,0.0273083730520225,3.80129268855726,6.67912612090848,0.0319764863440122,0.00684431575062512,0.937,0.916,44.6107,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SynoFoet_2",0.526533868738572,0.144452257800521,0.117722737400261,0.0354947408409275,4.47266076517014,4.06968058867917,0.0208285889889331,0.0267680417469917,0.8466,0.7955,16.5623,1,3,"43","SynoFoet","F",529804,"F","F16","Aulopiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"SynoFoet_3",0.761431667622031,0.083966418689355,0.371005615346729,0.111862401929093,2.0523453988976,0.750622347109795,0.132465318668119,0.507390238976158,0.1581,-0.1225,0.5634,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"UrobJama_1",0.997493816099852,-0.00554423253774322,0.115949295682197,0.0349600280439838,8.60284497832454,-0.158587760020327,0.00330226993740153,0.884067984247651,0.0083,-0.3222,0.0252,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","AceB","Carbon cycling","Carbohydrate metabolism",648
"Wtr_A",1.45155753926896,-0.0801642840504717,0.233381777049333,0.0703672533980924,6.21966958012373,-1.13922712880314,0.00837838420552415,0.337338255839986,0.302,0.0693,1.2978,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"Wtr_B",0.695394620702544,0.102135773501827,0.20014272545389,0.0603453022590605,3.47449361012501,1.6925223617799,0.0402152191033876,0.189122835292893,0.4885,0.3179,2.8646,1,3,"WB","Wtr","B",529804,"W","Wtr",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"Wtr_C",0.906655738946739,0.0256179354980347,0.227210368532414,0.0685065037182174,3.9903801257089,0.373948955319732,0.0281854732027555,0.733307322598434,0.0445,-0.274,0.1398,1,3,"WC","Wtr","C",529804,"W","Wtr",NA,"AceB","Carbon cycling","Carbohydrate metabolism",648
"AcanQuad_1",1.15218504277567,-0.15270684446601,0.164408240178478,0.0495709495558767,7.00807357055147,-3.08057129899998,0.00596654474504408,0.0541116859846028,0.7598,0.6797,9.4899,1,3,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","ahpC","Stress","Oxygen stress",799
"ArioFeli_2",0.918746494950156,-0.101626627820401,0.127643883012257,0.0384860787941523,7.19773226314287,-2.64060748729337,0.00552712809530456,0.0776155308349201,0.6992,0.5989,6.9728,1,3,"16","ArioFeli","F",529804,"F","F2","Siluriform","ahpC","Stress","Oxygen stress",799
"ChaeFabe_1",1.049490743043,-0.104920249543325,0.234092042112049,0.0705814063721584,4.48323972730629,-1.48651401177962,0.0206968792535942,0.233846029310524,0.4242,0.2322,2.2097,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","ahpC","Stress","Oxygen stress",799
"ChilShoe_1",1.21383730862008,-0.179541470508999,0.142273278036025,0.042897007358128,8.53173080269313,-4.18540783066957,0.00338288240853231,0.024860047436247,0.8538,0.805,17.5176,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","ahpC","Stress","Oxygen stress",799
"ChilShoe_2",0.869219288085261,-0.074833448643102,0.236153542912417,0.0712029722503255,3.68073786810656,-1.05098770849078,0.0347394056133564,0.370451729236185,0.2691,0.0255,1.1046,1,3,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","ahpC","Stress","Oxygen stress",799
"GimnMicr_1",1.08931915460759,-0.16002167699474,0.145695901373627,0.0439289671226316,7.47666299695077,-3.64273707023489,0.00495521656002671,0.035673264543371,0.8156,0.7541,13.2695,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","ahpC","Stress","Oxygen stress",799
"GimnMicr_2",1.09027797410967,-0.150273610023454,0.0483254570257294,0.0145706735251626,22.5611518485834,-10.3134292154677,0.000190688211338619,0.00194426139356274,0.9726,0.9634,106.3668,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","ahpC","Stress","Oxygen stress",799
"HaemBona",0.863037611631623,-0.0911818473664103,0.182758558828556,0.0551037788054924,4.72228286961503,-1.65472948213348,0.0179886265465993,0.196553480223748,0.4772,0.3029,2.7381,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","ahpC","Stress","Oxygen stress",799
"OpsaBeta_1",0.856987135592836,-0.0894211310010017,0.134608155346873,0.0405858859097682,6.36653205286453,-2.20325684647627,0.00784284925812627,0.114822036071641,0.618,0.4907,4.8543,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","ahpC","Stress","Oxygen stress",799
"OrthChry_2",1.10725586824038,-0.128362165280798,0.240527691239476,0.0725218275937995,4.60344446219278,-1.76997973630456,0.0192734554397871,0.174870106270788,0.5108,0.3478,3.1328,1,3,"39","OrthChry","F",529804,"F","F10","Perciform","ahpC","Stress","Oxygen stress",799
"PrioPunc_1",0.857295792943538,-0.0713296354175701,0.185869750802857,0.0560418384809032,4.61234702925293,-1.27279256625166,0.019173154607703,0.292775340581153,0.3506,0.1342,1.62,1,3,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","ahpC","Stress","Oxygen stress",799
"Sdmt_A",0.802447162240628,-0.0669878248090094,0.102992912972864,0.0310535316724288,7.79128523583029,-2.15717250828785,0.0044001707435429,0.119894526588178,0.608,0.4774,4.6534,1,3,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"ahpC","Stress","Oxygen stress",799
"Sdmt_B",0.653577800154377,-0.0412046263055144,0.111475953659578,0.0336112646759877,5.86294872300673,-1.22591716505543,0.00989488646821878,0.307685249501753,0.3338,0.1117,1.5029,1,3,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"ahpC","Stress","Oxygen stress",799
"Sdmt_C",0.721702188210221,-0.044740065260252,0.135306160275297,0.0407963423142593,5.33384575204726,-1.09666854238092,0.0128811077527786,0.352928908118792,0.2862,0.0482,1.2027,1,3,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"ahpC","Stress","Oxygen stress",799
